Running single thread with 1 workers
finished   (0-0:0) [] [ '0', '1' ]
finished   (365-2:0) [] [ '365', '425' ]
finished   (365-3:0) [] [ '365', '849' ]
finished   (365-4:0) [] [ '365', '428' ]
finished   (271-16:0) [] [ '271', '125' ]
finished   (2295-2:0) [] [ '2295', '206' ]
finished   (413-5:0) [] [ '413', '365' ]
finished   (2254-1:0) [] [ '2254', '208' ]
finished   (2224-1:0) [] [ '2224', '231' ]
finished   (365-5:0) [] [ '365', '1374' ]
finished   (2433-1:0) [] [ '2433', '1' ]
finished   (2243-1:0) [] [ '2243', '2285' ]
backtrack21 (365-6:0) [ '365' ] [ '420' ]
finished   (365-6:1) [] [ '365', '849' ]
finished   (2260-1:0) [] [ '2260', '2285' ]
finished   (365-7:0) [] [ '365', '1134' ]
finished   (2245-1:0) [] [ '2245', '2224' ]
finished   (2215-1:0) [] [ '2215', '2285' ]
finished   (365-8:0) [] [ '365', '1357' ]
finished   (863-3:0) [] [ '863', '1300' ]
finished   (2252-1:0) [] [ '2252', '2224' ]
finished   (365-9:0) [] [ '365', '424' ]
finished   (2255-1:0) [] [ '2255', '230' ]
finished   (1476-0:0) [] [ '1476', '437' ]
finished   (2237-1:0) [] [ '2237', '2305' ]
finished   (365-10:0) [] [ '365', '413' ]
backtrack21 (2772-2:0) [ '2772' ] [ '224' ]
finished   (2749-0:0) [] [ '2749', '437' ]
finished   (1202-2:0) [] [ '1202', '1300' ]
finished   (2227-1:0) [] [ '2227', '231' ]
finished   (2258-1:0) [] [ '2258', '2304' ]
finished   (365-11:0) [] [ '365', '2849' ]
finished   (274-5:0) [] [ '274', '270' ]
finished   (2240-1:0) [] [ '2240', '2253' ]
finished   (2297-2:0) [] [ '2297', '208' ]
finished   (173-2:0) [] [ '173', '1010' ]
finished   (1566-4:0) [] [ '1566', '494' ]
finished   (2299-2:0) [] [ '2299', '40' ]
finished   (2862-0:0) [] [ '2862', '2393' ]
finished   (1566-5:0) [] [ '1566', '494' ]
finished   (231-2:0) [] [ '231', '230' ]
finished   (2224-2:0) [] [ '2224', '206' ]
finished   (2834-0:0) [] [ '2834', '40', '167', '208' ]
finished   (184-10:0) [] [ '184', '224' ]
backtrack21 (206-3:0) [ '206' ] [ '167' ]
finished   (206-3:1) [] [ '206', '230' ]
finished   (2863-0:0) [] [ '2863', '1826' ]
finished   (480-1:0) [] [ '480', '668' ]
finished   (2864-0:0) [] [ '2864', '1826' ]
finished   (206-4:0) [] [ '206', '167' ]
backtrack21 (207-3:0) [ '207' ] [ '167' ]
finished   (207-3:1) [] [ '207', '230' ]
finished   (207-4:0) [] [ '207', '167' ]
finished   (2299-3:0) [] [ '2299', '40' ]
finished   (24-3:0) [] [ '24', '927', '940' ]
finished   (292-12:0) [] [ '292', '125' ]
finished   (2769-0:0) [] [ '2769', '10' ]
finished   (1451-2:0) [] [ '1451', '380' ]
finished   (2770-0:0) [] [ '2770', '10' ]
finished   (2771-0:0) [] [ '2771', '10' ]
finished   (228-4:0) [] [ '228', '227', '243' ]
finished   (2866-0:0) [] [ '2866', '668' ]
finished   (2597-1:0) [] [ '2597', '668' ]
finished   (597-5:0) [] [ '597', '595' ]
finished   (2789-0:0) [] [ '2789', '2316' ]
finished   (2868-0:0) [] [ '2868', '668' ]
finished   (402-4:0) [] [ '402', '707' ]
finished   (2600-1:0) [] [ '2600', '40', '208' ]
finished   (2203-0:0) [] [ '2203', '270' ]
finished   (489-16:0) [] [ '489', '274' ]
finished   (402-5:0) [] [ '402', '707' ]
finished   (1987-2:0) [] [ '1987', '2678' ]
finished   (2323-1:0) [] [ '2323', '2326' ]
finished   (2323-2:0) [] [ '2323', '2869' ]
finished   (2323-3:0) [] [ '2323', '2322' ]
finished   (2452-1:0) [] [ '2452', '88' ]
finished   (2322-4:0) [] [ '2322', '2869' ]
finished   (2443-2:0) [] [ '2443', '88' ]
finished   (2322-5:0) [] [ '2322', '2323' ]
finished   (2227-2:0) [] [ '2227', '40' ]
finished   (2810-1:0) [] [ '2810', '1146' ]
finished   (6-25:0) [] [ '6', '7' ]
finished   (6-26:0) [] [ '6', '7' ]
finished   (1499-3:0) [] [ '1499', '21' ]
finished   (1499-4:0) [] [ '1499', '608' ]
finished   (1800-1:0) [] [ '1800', '18' ]
finished   (242-2:0) [] [ '242', '270' ]
finished   (242-3:0) [] [ '242', '270' ]
finished   (242-4:0) [] [ '242', '274' ]
finished   (2802-1:0) [] [ '2802', '19' ]
finished   (2831-1:0) [] [ '2831', '19' ]
finished   (1759-3:0) [] [ '1759', '19' ]
finished   (2418-1:0) [] [ '2418', '2269' ]
finished   (851-3:0) [] [ '851', '125' ]
finished   (2422-1:0) [] [ '2422', '2269' ]
finished   (1704-1:0) [] [ '1704', '125' ]
finished   (2430-1:0) [] [ '2430', '2269' ]
finished   (2423-2:0) [] [ '2423', '2269' ]
finished   (2303-1:0) [] [ '2303', '40' ]
finished   (2668-1:0) [] [ '2668', '40', '167' ]
backtrack21 (230-3:0) [ '230' ] [ '40' ]
finished   (230-2:0) [] [ '230', '167' ]
finished   (230-3:1) [] [ '230', '167' ]
finished   (224-11:0) [] [ '224', '352' ]
finished   (2627-1:0) [] [ '2627', '336' ]
finished   (2871-0:0) [] [ '2871', '2872' ]
finished   (2873-0:0) [] [ '2873', '1110' ]
finished   (2874-0:0) [] [ '2874', '2871' ]
finished   (1168-3:0) [] [ '1168', '26' ]
finished   (1086-9:0) [] [ '1086', '224' ]
finished   (2875-0:0) [] [ '2875', '2596' ]
finished   (2876-0:0) [] [ '2876', '380' ]
finished   (2877-0:0) [] [ '2877', '2808' ]
finished   (1839-9:0) [] [ '1839', '183' ]
finished   (1498-2:0) [] [ '1498', '870' ]
finished   (1498-3:0) [] [ '1498', '870' ]
finished   (1859-1:0) [] [ '1859', '870' ]
finished   (1859-2:0) [] [ '1859', '870' ]
finished   (2878-0:0) [] [ '2878', '2596' ]
finished   (2801-1:0) [] [ '2801', '2799' ]
finished   (1870-1:0) [] [ '1870', '2799' ]
finished   (2293-2:0) [] [ '2293', '2232' ]
finished   (2535-1:0) [] [ '2535', '2799' ]
finished   (2879-0:0) [] [ '2879', '1462' ]
finished   (2513-1:0) [] [ '2513', '2799' ]
finished   (32-6:0) [] [ '32', '2586' ]
finished   (2880-0:0) [] [ '2880', '382' ]
finished   (2509-1:0) [] [ '2509', '2799' ]
finished   (2515-1:0) [] [ '2515', '2799' ]
finished   (2517-1:0) [] [ '2517', '2799' ]
finished   (7-25:0) [] [ '7', '994' ]
finished   (6-27:0) [] [ '6', '994' ]
finished   (2466-1:0) [] [ '2466', '2799' ]
finished   (2504-1:0) [] [ '2504', '2799' ]
finished   (2879-1:0) [] [ '2879', '2114' ]
finished   (2529-1:0) [] [ '2529', '2799' ]
finished   (2424-1:0) [] [ '2424', '2799' ]
finished   (2516-1:0) [] [ '2516', '2799' ]
finished   (2881-0:0) [] [ '2881', '380' ]
finished   (2511-1:0) [] [ '2511', '2799' ]
finished   (2507-1:0) [] [ '2507', '2799' ]
finished   (2814-1:0) [] [ '2814', '2799' ]
finished   (2882-0:0) [] [ '2882', '2688' ]
finished   (2883-0:0) [] [ '2883', '804' ]
finished   (2880-1:0) [] [ '2880', '2884' ]
finished   (191-2:0) [] [ '191', '2885' ]
finished   (271-17:0) [] [ '271', '125' ]
finished   (870-5:0) [] [ '870', '125' ]
finished   (2886-0:0) [] [ '2886', '2887' ]
finished   (2888-0:0) [] [ '2888', '380' ]
finished   (460-65:0) [] [ '460', '33' ]
finished   (2889-0:0) [] [ '2889', '2886' ]
finished   (2890-0:0) [] [ '2890', '2872' ]
finished   (2891-0:0) [] [ '2891', '2886' ]
finished   (2892-0:0) [] [ '2892', '2886' ]
finished   (2887-0:0) [] [ '2887', '2891' ]
finished   (981-2:0) [] [ '981', '270' ]
finished   (870-6:0) [] [ '870', '125' ]
finished   (2893-0:0) [] [ '2893', '402' ]
finished   (2894-0:0) [] [ '2894', '2133' ]
finished   (2893-1:0) [] [ '2893', '1571' ]
finished   (2895-0:0) [] [ '2895', '1412' ]
finished   (2133-1:0) [] [ '2133', '2896' ]
finished   (2895-1:0) [] [ '2895', '405' ]
finished   (2897-0:0) [] [ '2897', '2886' ]
finished   (1408-3:0) [] [ '1408', '2898' ]
finished   (2899-0:0) [] [ '2899', '380' ]
finished   (2900-0:0) [] [ '2900', '2889' ]
finished   (2901-0:0) [] [ '2901', '2897' ]
finished   (2902-0:0) [] [ '2902', '2897' ]
finished   (2903-0:0) [] [ '2903', '2900' ]
finished   (2904-0:0) [] [ '2904', '2900' ]
finished   (2905-0:0) [] [ '2905', '2900' ]
finished   (2506-1:0) [] [ '2506', '740' ]
finished   (2506-2:0) [] [ '2506', '19' ]
finished   (649-3:0) [] [ '649', '2906' ]
finished   (2907-0:0) [] [ '2907', '1864' ]
finished   (2908-0:0) [] [ '2908', '1002' ]
finished   (2907-1:0) [] [ '2907', '2909' ]
finished   (1023-4:0) [] [ '1023', '183' ]
finished   (2911-0:0) [] [ '2911', '876' ]
finished   (2591-0:0) [] [ '2591', '915' ]
finished   (2909-0:0) [] [ '2909', '2316' ]
finished   (2913-0:0) [] [ '2913', '2897' ]
finished   (47-38:0) [] [ '47', '1521' ]
finished   (2914-0:0) [] [ '2914', '2897' ]
finished   (2906-1:0) [] [ '2906', '646' ]
finished   (2915-0:0) [] [ '2915', '2897' ]
finished   (1521-1:0) [] [ '1521', '1530' ]
finished   (2916-0:0) [] [ '2916', '2900' ]
finished   (2917-0:0) [] [ '2917', '2918' ]
finished   (2919-0:0) [] [ '2919', '47' ]
finished   (2920-0:0) [] [ '2920', '2900' ]
finished   (2921-0:0) [] [ '2921', '2922' ]
finished   (2272-1:0) [] [ '2272', '2522' ]
finished   (2872-0:0) [] [ '2872', '2923' ]
finished   (649-4:0) [] [ '649', '2924' ]
finished   (2924-0:0) [] [ '2924', '649' ]
finished   (2925-0:0) [] [ '2925', '2897' ]
finished   (2926-0:0) [] [ '2926', '692' ]
finished   (2927-0:0) [] [ '2927', '2897' ]
finished   (2865-0:0) [] [ '2865', '365', '1357' ]
finished   (649-5:0) [] [ '649', '2928' ]
finished   (572-18:0) [] [ '572', '363' ]
finished   (2928-0:0) [] [ '2928', '649' ]
finished   (2929-0:0) [] [ '2929', '2900' ]
finished   (2440-0:0) [] [ '2440', '572', '1591' ]
finished   (2931-0:0) [] [ '2931', '2900' ]
finished   (2906-2:0) [] [ '2906', '649' ]
finished   (2932-0:0) [] [ '2932', '2897' ]
finished   (2933-0:0) [] [ '2933', '2787' ]
finished   (2625-1:0) [] [ '2625', '1' ]
finished   (1-27:0) [] [ '1', '2103' ]
finished   (2908-1:0) [] [ '2908', '1173' ]
finished   (2899-1:0) [] [ '2899', '2934' ]
finished   (568-4:0) [] [ '568', '131' ]
finished   (2935-0:0) [] [ '2935', '380' ]
finished   (2935-1:0) [] [ '2935', '380' ]
finished   (2095-0:1) [] [ '2095', '2072', '1', '2316' ]
finished   (587-1:0) [] [ '587', '766' ]
finished   (1-28:0) [] [ '1', '2936' ]
finished   (2937-0:0) [] [ '2937', '102' ]
finished   (2938-0:0) [] [ '2938', '2939' ]
finished   (2940-0:0) [] [ '2940', '2900' ]
finished   (2941-0:0) [] [ '2941', '930' ]
finished   (2942-0:0) [] [ '2942', '2900' ]
finished   (2943-0:0) [] [ '2943', '2900' ]
finished   (1519-2:0) [] [ '1519', '1389' ]
finished   (2939-1:0) [] [ '2939', '2944' ]
finished   (2945-0:0) [] [ '2945', '2900' ]
finished   (2946-0:0) [] [ '2946', '2900' ]
finished   (2947-0:0) [] [ '2947', '2948' ]
finished   (2884-0:0) [] [ '2884', '483' ]
finished   (2949-0:0) [] [ '2949', '159' ]
finished   (766-2:0) [] [ '766', '2950' ]
finished   (2884-1:0) [] [ '2884', '382' ]
finished   (2951-0:0) [] [ '2951', '2872' ]
finished   (2952-0:0) [] [ '2952', '380' ]
finished   (568-5:0) [] [ '568', '131', '1428' ]
finished   (2950-0:0) [] [ '2950', '587' ]
finished   (273-8:0) [] [ '273', '131' ]
finished   (600-13:0) [] [ '600', '15' ]
finished   (2953-0:0) [] [ '2953', '2900' ]
finished   (1705-1:0) [] [ '1705', '18' ]
finished   (2954-0:0) [] [ '2954', '2897' ]
finished   (2955-0:0) [] [ '2955', '2897' ]
finished   (102-6:0) [] [ '102', '103' ]
finished   (564-6:0) [] [ '564', '131' ]
finished   (2956-0:0) [] [ '2956', '2900' ]
finished   (2957-0:0) [] [ '2957', '2897' ]
finished   (564-7:0) [] [ '564', '131' ]
finished   (1381-0:0) [] [ '1381', '131' ]
finished   (2958-0:0) [] [ '2958', '2959' ]
finished   (2960-0:0) [] [ '2960', '356' ]
finished   (1184-1:0) [] [ '1184', '197', '1', '2662' ]
finished   (1519-3:0) [] [ '1519', '1389' ]
finished   (2537-1:0) [] [ '2537', '1385' ]
finished   (2820-1:0) [] [ '2820', '1385' ]
finished   (2530-1:0) [] [ '2530', '437' ]
finished   (573-3:0) [] [ '573', '131' ]
finished   (2962-0:0) [] [ '2962', '2953' ]
finished   (577-6:0) [] [ '577', '131' ]
finished   (2963-0:0) [] [ '2963', '2897' ]
finished   (2964-0:0) [] [ '2964', '2900' ]
finished   (2707-0:0) [] [ '2707', '1' ]
finished   (577-7:0) [] [ '577', '131' ]
finished   (1-29:0) [] [ '1', '2965' ]
finished   (2966-0:0) [] [ '2966', '2900' ]
finished   (2967-0:0) [] [ '2967', '2900' ]
finished   (1428-2:0) [] [ '1428', '131' ]
finished   (621-3:0) [] [ '621', '618' ]
finished   (636-2:0) [] [ '636', '618' ]
finished   (2968-0:0) [] [ '2968', '618' ]
finished   (1425-2:0) [] [ '1425', '618' ]
finished   (2969-0:0) [] [ '2969', '618' ]
finished   (627-0:0) [] [ '627', '618' ]
finished   (645-1:0) [] [ '645', '618' ]
finished   (657-3:0) [] [ '657', '2232' ]
finished   (2970-0:0) [] [ '2970', '618' ]
finished   (2971-0:0) [] [ '2971', '2897' ]
finished   (582-2:0) [] [ '582', '2232' ]
finished   (2972-0:0) [] [ '2972', '2897' ]
finished   (1225-1:0) [] [ '1225', '123' ]
finished   (2973-0:0) [] [ '2973', '2900' ]
finished   (2974-0:0) [] [ '2974', '2900' ]
finished   (525-1:0) [] [ '525', '618' ]
finished   (1426-2:0) [] [ '1426', '1425' ]
finished   (515-1:0) [] [ '515', '618' ]
finished   (1446-1:0) [] [ '1446', '618' ]
finished   (619-2:0) [] [ '619', '123' ]
finished   (2975-0:0) [] [ '2975', '2976' ]
finished   (2977-0:0) [] [ '2977', '1052' ]
finished   (870-7:0) [] [ '870', '125' ]
finished   (2970-1:0) [] [ '2970', '506' ]
finished   (2979-0:0) [] [ '2979', '2900' ]
finished   (2980-0:0) [] [ '2980', '123' ]
finished   (1430-3:0) [] [ '1430', '618' ]
finished   (1236-2:0) [] [ '1236', '123' ]
finished   (2981-0:0) [] [ '2981', '460' ]
finished   (543-1:0) [] [ '543', '618' ]
finished   (2981-1:0) [] [ '2981', '618' ]
finished   (2982-0:0) [] [ '2982', '667' ]
finished   (151-14:0) [] [ '151', '123' ]
finished   (648-1:0) [] [ '648', '618' ]
finished   (2881-1:0) [] [ '2881', '673' ]
finished   (589-2:0) [] [ '589', '2232' ]
finished   (136-5:0) [] [ '136', '2983' ]
finished   (535-1:0) [] [ '535', '618' ]
finished   (631-1:0) [] [ '631', '618' ]
finished   (2984-0:0) [] [ '2984', '667' ]
finished   (2985-0:0) [] [ '2985', '618' ]
finished   (2986-0:0) [] [ '2986', '506' ]
finished   (1424-1:0) [] [ '1424', '2975' ]
finished   (2700-1:0) [] [ '2700', '2701' ]
finished   (1443-1:0) [] [ '1443', '618' ]
finished   (2439-0:0) [] [ '2439', '2987' ]
finished   (2988-0:0) [] [ '2988', '618' ]
finished   (2781-1:0) [] [ '2781', '2780' ]
finished   (2989-0:0) [] [ '2989', '2375' ]
finished   (2439-1:0) [] [ '2439', '2987' ]
finished   (1958-1:0) [] [ '1958', '123' ]
finished   (2374-2:0) [] [ '2374', '2375' ]
finished   (76-60:0) [] [ '76', '445' ]
finished   (2374-3:0) [] [ '2374', '2375' ]
finished   (76-61:0) [] [ '76', '224', '92' ]
finished   (1385-3:0) [] [ '1385', '131' ]
finished   (1052-2:0) [] [ '1052', '224' ]
backtrack21 (245-2:0) [ '245' ] [ '167' ]
finished   (245-2:1) [] [ '245', '230' ]
finished   (2990-0:0) [] [ '2990', '667' ]
finished   (2285-2:0) [] [ '2285', '230', '40' ]
finished   (2983-0:0) [] [ '2983', '1977' ]
finished   (1977-1:0) [] [ '1977', '123' ]
finished   (2855-0:0) [] [ '2855', '10' ]
finished   (2782-1:0) [] [ '2782', '2160' ]
finished   (506-1:0) [] [ '506', '76' ]
finished   (2992-0:0) [] [ '2992', '123' ]
finished   (33-2:0) [] [ '33', '224' ]
finished   (218-4:0) [] [ '218', '167' ]
finished   (2777-1:0) [] [ '2777', '218' ]
finished   (136-6:0) [] [ '136', '123' ]
finished   (642-1:0) [] [ '642', '76' ]
finished   (2939-2:0) [] [ '2939', '2944' ]
finished   (634-1:0) [] [ '634', '76' ]
finished   (2779-1:0) [] [ '2779', '2701' ]
finished   (2938-1:0) [] [ '2938', '2944' ]
finished   (2855-1:0) [] [ '2855', '10' ]
finished   (1880-1:0) [] [ '1880', '224' ]
finished   (618-3:0) [] [ '618', '76' ]
finished   (2993-0:0) [] [ '2993', '76' ]
finished   (2375-1:0) [] [ '2375', '76' ]
finished   (2375-2:0) [] [ '2375', '1426' ]
backtrack21 (1432-3:0) [ '1432' ] [ '76' ]
finished   (1432-3:1) [] [ '1432', '621' ]
finished   (2968-1:0) [] [ '2968', '76' ]
finished   (2969-1:0) [] [ '2969', '76' ]
finished   (1426-3:0) [] [ '1426', '76' ]
finished   (1425-3:0) [] [ '1425', '76' ]
finished   (2375-3:0) [] [ '2375', '1446' ]
finished   (2944-1:0) [] [ '2944', '76' ]
finished   (627-1:0) [] [ '627', '76' ]
finished   (519-1:0) [] [ '519', '76' ]
finished   (2994-0:0) [] [ '2994', '1446' ]
finished   (655-1:0) [] [ '655', '648' ]
finished   (2375-4:0) [] [ '2375', '2981' ]
finished   (524-1:0) [] [ '524', '76' ]
finished   (1446-2:0) [] [ '1446', '76' ]
backtracked (207-6:0) [ '207', '230' ] [ '40' ]
finished   (230-4:0) [] [ '230', '167' ]
finished   (2995-0:0) [] [ '2995', '270' ]
finished   (645-2:0) [] [ '645', '76' ]
finished   (511-1:0) [] [ '511', '76' ]
finished   (2994-1:0) [] [ '2994', '543' ]
finished   (2981-2:0) [] [ '2981', '76' ]
finished   (559-1:0) [] [ '559', '76' ]
finished   (1443-2:0) [] [ '1443', '76' ]
finished   (2975-1:0) [] [ '2975', '2976' ]
finished   (629-1:0) [] [ '629', '76' ]
finished   (2375-5:0) [] [ '2375', '511' ]
finished   (648-2:0) [] [ '648', '76' ]
finished   (2375-6:0) [] [ '2375', '543' ]
finished   (2988-1:0) [] [ '2988', '76' ]
finished   (551-1:0) [] [ '551', '76' ]
finished   (2976-0:0) [] [ '2976', '76' ]
finished   (525-2:0) [] [ '525', '76' ]
finished   (380-27:0) [] [ '380', '2813' ]
finished   (2997-0:0) [] [ '2997', '76' ]
finished   (2998-0:0) [] [ '2998', '76' ]
finished   (2999-0:0) [] [ '2999', '76' ]
finished   (511-2:0) [] [ '511', '76' ]
finished   (2322-6:0) [] [ '2322', '2323' ]
finished   (2323-5:0) [] [ '2323', '2525' ]
finished   (2996-0:0) [] [ '2996', '365' ]
backtrack21 (2322-7:0) [ '2322' ] [ '2323' ]
finished   (2322-7:1) [] [ '2322', '2525' ]
finished   (2522-1:0) [] [ '2522', '365', '1357' ]
finished   (541-3:0) [] [ '541', '76' ]
finished   (2252-2:0) [] [ '2252', '230' ]
finished   (3000-0:0) [] [ '3000', '1138' ]
backtrack21 (208-8:0) [ '208' ] [ '40' ]
finished   (245-1:0) [] [ '245', '230', '40' ]
finished   (208-8:1) [] [ '208', '230' ]
finished   (2245-2:0) [] [ '2245', '231' ]
finished   (460-67:0) [] [ '460', '33' ]
finished   (271-18:0) [] [ '271', '2186' ]
finished   (2869-2:0) [] [ '2869', '2326' ]
finished   (2036-5:0) [] [ '2036', '2091' ]
finished   (588-3:0) [] [ '588', '2232' ]
backtracked (2295-3:0) [ '2295', '207' ] [ '230' ]
finished   (2917-1:0) [] [ '2917', '2918' ]
finished   (207-6:1) [] [ '207', '230', '167' ]
finished   (2300-2:0) [] [ '2300', '1184' ]
finished   (2233-2:0) [] [ '2233', '207', '230' ]
finished   (2979-1:0) [] [ '2979', '231' ]
finished   (2925-1:0) [] [ '2925', '2285' ]
finished   (206-5:0) [] [ '206', '167' ]
finished   (2927-1:0) [] [ '2927', '2285' ]
finished   (2971-1:0) [] [ '2971', '230' ]
finished   (2954-1:0) [] [ '2954', '2927' ]
finished   (2257-2:0) [] [ '2257', '40', '167' ]
finished   (2957-1:0) [] [ '2957', '230' ]
finished   (2963-1:0) [] [ '2963', '2285' ]
finished   (2953-1:0) [] [ '2953', '2957' ]
finished   (2962-1:0) [] [ '2962', '2927' ]
finished   (2956-1:0) [] [ '2956', '2957', '230' ]
finished   (2964-1:0) [] [ '2964', '206' ]
finished   (207-5:0) [] [ '207', '230', '40', '167' ]
finished   (2927-2:0) [] [ '2927', '206' ]
backtrack21 (2966-1:0) [ '2966' ] [ '40' ]
finished   (2966-1:1) [] [ '2966', '206' ]
finished   (2966-2:0) [] [ '2966', '40' ]
finished   (15-3:0) [] [ '15', '1391' ]
finished   (2920-1:0) [] [ '2920', '2303' ]
finished   (2929-1:0) [] [ '2929', '2305' ]
finished   (2940-1:0) [] [ '2940', '2224' ]
finished   (2943-1:0) [] [ '2943', '2296' ]
finished   (2946-1:0) [] [ '2946', '2253' ]
finished   (2942-1:0) [] [ '2942', '40' ]
finished   (2913-1:0) [] [ '2913', '2285' ]
finished   (2932-1:0) [] [ '2932', '206' ]
finished   (2974-1:0) [] [ '2974', '230' ]
finished   (2915-1:0) [] [ '2915', '230' ]
finished   (2904-1:0) [] [ '2904', '2913' ]
finished   (2916-1:0) [] [ '2916', '2932' ]
finished   (227-12:0) [] [ '227', '243' ]
finished   (227-13:0) [] [ '227', '1131' ]
finished   (2295-3:1) [] [ '2295', '207', '245' ]
finished   (2889-1:0) [] [ '2889', '231' ]
finished   (2887-1:0) [] [ '2887', '2262' ]
finished   (2891-1:0) [] [ '2891', '2913' ]
finished   (2914-1:0) [] [ '2914', '2915' ]
finished   (2901-1:0) [] [ '2901', '2304' ]
backtrack21 (2931-1:0) [ '2931' ] [ '40' ]
finished   (2903-1:0) [] [ '2903', '2915', '230' ]
finished   (2886-1:0) [] [ '2886', '206' ]
finished   (2886-2:0) [] [ '2886', '208' ]
finished   (2931-1:1) [] [ '2931', '230' ]
finished   (2932-2:0) [] [ '2932', '206' ]
finished   (2955-1:0) [] [ '2955', '2931', '40' ]
finished   (2967-1:0) [] [ '2967', '2931', '40' ]
finished   (487-17:0) [] [ '487', '183' ]
finished   (658-2:0) [] [ '658', '2232' ]
finished   (1401-2:0) [] [ '1401', '483' ]
finished   (3001-0:0) [] [ '3001', '483' ]
finished   (380-28:0) [] [ '380', '671' ]
finished   (424-6:0) [] [ '424', '365' ]
finished   (2496-1:0) [] [ '2496', '264' ]
finished   (3003-0:0) [] [ '3003', '2959' ]
finished   (3004-0:0) [] [ '3004', '2596' ]
finished   (6-28:0) [] [ '6', '7' ]
finished   (3005-0:0) [] [ '3005', '1599' ]
finished   (2813-1:0) [] [ '2813', '1858' ]
finished   (671-2:0) [] [ '671', '668' ]
finished   (1858-2:0) [] [ '1858', '668' ]
finished   (667-9:0) [] [ '667', '668' ]
finished   (667-10:0) [] [ '667', '668' ]
finished   (487-19:0) [] [ '487', '1023' ]
finished   (670-2:0) [] [ '670', '668' ]
finished   (1138-2:0) [] [ '1138', '668' ]
finished   (2292-0:0) [] [ '2292', '668' ]
finished   (2910-0:0) [] [ '2910', '183' ]
finished   (674-5:0) [] [ '674', '668' ]
finished   (725-10:0) [] [ '725', '33' ]
finished   (1377-1:0) [] [ '1377', '668' ]
finished   (3006-0:0) [] [ '3006', '668' ]
finished   (717-5:0) [] [ '717', '33' ]
finished   (1831-1:0) [] [ '1831', '13', '131' ]
finished   (487-18:0) [] [ '487', '183' ]
finished   (710-6:0) [] [ '710', '33' ]
finished   (1696-1:0) [] [ '1696', '514' ]
finished   (2856-0:0) [] [ '2856', '10' ]
finished   (215-14:0) [] [ '215', '514' ]
finished   (678-7:0) [] [ '678', '514' ]
finished   (678-8:0) [] [ '678', '514' ]
finished   (363-13:0) [] [ '363', '514' ]
finished   (1839-10:0) [] [ '1839', '183' ]
finished   (363-14:0) [] [ '363', '514' ]
backtracked (214-8:0) [ '214', '10' ] [ '817' ]
finished   (692-11:0) [] [ '692', '514' ]
finished   (3007-0:0) [] [ '3007', '3008' ]
backtrack21 (205-19:0) [ '205' ] [ '10' ]
finished   (382-4:0) [] [ '382', '483' ]
finished   (3009-0:0) [] [ '3009', '483' ]
finished   (3010-0:0) [] [ '3010', '2642' ]
finished   (363-15:0) [] [ '363', '514' ]
finished   (2884-2:0) [] [ '2884', '483' ]
finished   (247-15:0) [] [ '247', '514' ]
finished   (2884-3:0) [] [ '2884', '483' ]
finished   (2898-0:0) [] [ '2898', '483' ]
finished   (3011-0:0) [] [ '3011', '1304' ]
finished   (402-6:0) [] [ '402', '707' ]
finished   (1560-4:0) [] [ '1560', '707' ]
finished   (2898-1:0) [] [ '2898', '483' ]
finished   (475-2:0) [] [ '475', '437' ]
finished   (3012-0:0) [] [ '3012', '1110' ]
finished   (2772-1:0) [] [ '2772', '437' ]
finished   (1651-4:0) [] [ '1651', '707' ]
finished   (3013-0:0) [] [ '3013', '29' ]
finished   (460-68:0) [] [ '460', '703' ]
finished   (2331-2:0) [] [ '2331', '707' ]
finished   (1572-3:0) [] [ '1572', '707' ]
finished   (703-3:0) [] [ '703', '33' ]
finished   (45-57:0) [] [ '45', '33' ]
finished   (424-7:0) [] [ '424', '365' ]
finished   (247-16:0) [] [ '247', '514' ]
finished   (460-69:0) [] [ '460', '1505' ]
finished   (1505-2:0) [] [ '1505', '33' ]
finished   (1565-3:0) [] [ '1565', '707' ]
finished   (460-70:0) [] [ '460', '1505' ]
finished   (1505-3:0) [] [ '1505', '33' ]
finished   (1527-1:0) [] [ '1527', '3014' ]
finished   (709-1:0) [] [ '709', '707' ]
finished   (412-13:0) [] [ '412', '483' ]
finished   (460-71:0) [] [ '460', '33' ]
finished   (1570-3:0) [] [ '1570', '707' ]
finished   (1576-3:0) [] [ '1576', '707' ]
finished   (708-2:0) [] [ '708', '33' ]
finished   (2934-0:0) [] [ '2934', '668' ]
finished   (1861-0:0) [] [ '1861', '1517' ]
finished   (195-4:0) [] [ '195', '33' ]
finished   (3015-0:0) [] [ '3015', '2793' ]
finished   (1520-1:0) [] [ '1520', '1517' ]
finished   (34-7:0) [] [ '34', '33' ]
finished   (725-11:0) [] [ '725', '76' ]
finished   (1518-3:0) [] [ '1518', '1517', '1527' ]
finished   (1-30:0) [] [ '1', '2653' ]
finished   (815-0:0) [] [ '815', '2034' ]
finished   (3016-0:0) [] [ '3016', '1517' ]
finished   (3017-0:0) [] [ '3017', '2872' ]
finished   (1169-3:0) [] [ '1169', '815' ]
finished   (3002-0:0) [] [ '3002', '365' ]
finished   (206-7:0) [] [ '206', '167' ]
finished   (3019-0:0) [] [ '3019', '2872' ]
backtrack21 (1517-3:0) [ '1517' ] [ '277' ]
backtrack21 (1517-3:1) [ '1517' ] [ '1527' ]
finished   (1517-3:2) [] [ '1517', '1599' ]
